"id","submitdate","lastpage","startlanguage","startdate","datestamp","refurl","INSTRUKCJA","LOSUJ","PIERWSZE1[1]","PIERWSZE2[2]","PIERWSZE3[3]","PIERWSZE4[4]","PIERWSZE5[5]","PIERWSZE6[6]","PIERWSZE7[7]","PIERWSZE8[8]","PIERWSZE9[9]","PIERWSZE10[10]","PIERWSZE11[11]","PIERWSZE12[12]","PIERWSZE13[13]","PIERWSZE14[14]","PIERWSZE15[15]","PIERWSZE16[16]","PIERWSZE17[17]","PIERWSZE18[18]","PIERWSZE19[19]","PIERWSZE20[20]","PIERWSZE21[21]","PIERWSZE22[22]","PIERWSZE23[23]","PIERWSZE24[24]","DRUGIE1[1]","DRUGIE2[2]","DRUGIE3[3]","DRUGIE4[4]","DRUGIE5[5]","DRUGIE6[6]","DRUGIE7[7]","DRUGIE8[8]","DRUGIE9[9]","DRUGIE10[10]","DRUGIE11[11]","DRUGIE12[12]","DRUGIE13[13]","DRUGIE14[14]","DRUGIE15[15]","DRUGIE16[16]","DRUGIE17[17]","DRUGIE18[18]","DRUGIE19[19]","DRUGIE20[20]","DRUGIE21[21]","DRUGIE22[22]","DRUGIE23[23]","DRUGIE24[24]","TRZECIE8","TRZECIE9","TRZECIE11","TRZECIE12","TRZECIE14","TRZECIE15","TRZECIE17","TRZECIE18","TRZECIE20","TRZECIE21","TRZECIE23","TRZECIE24","CZWARTE9","CZWARTE8","CZWARTE3","CZWARTE14","CZWARTE15","CZWARTE17","CZWARTE18","CZWARTE20","CZWARTE21","CZWARTE23","CZWARTE24","CZWARTE2","CZWARTE5","CZWARTE6","CZWARTE11","CZWARTE12","PIATE20","PIATE21","PIATE23","PIATE24","G","Y","E","E[other]","F","H","interviewtime","groupTime212","INSTRUKCJATime","groupTime207","LOSUJTime","groupTime206","PIERWSZE1Time","PIERWSZE2Time","PIERWSZE3Time","PIERWSZE4Time","PIERWSZE5Time","PIERWSZE6Time","PIERWSZE7Time","PIERWSZE8Time","PIERWSZE9Time","PIERWSZE10Time","PIERWSZE11Time","PIERWSZE12Time","PIERWSZE13Time","PIERWSZE14Time","PIERWSZE15Time","PIERWSZE16Time","PIERWSZE17Time","PIERWSZE18Time","PIERWSZE19Time","PIERWSZE20Time","PIERWSZE21Time","PIERWSZE22Time","PIERWSZE23Time","PIERWSZE24Time","groupTime208","DRUGIE1Time","DRUGIE2Time","DRUGIE3Time","DRUGIE4Time","DRUGIE5Time","DRUGIE6Time","DRUGIE7Time","DRUGIE8Time","DRUGIE9Time","DRUGIE10Time","DRUGIE11Time","DRUGIE12Time","DRUGIE13Time","DRUGIE14Time","DRUGIE15Time","DRUGIE16Time","DRUGIE17Time","DRUGIE18Time","DRUGIE19Time","DRUGIE20Time","DRUGIE21Time","DRUGIE22Time","DRUGIE23Time","DRUGIE24Time","groupTime209","TRZECIE8Time","TRZECIE9Time","TRZECIE11Time","TRZECIE12Time","TRZECIE14Time","TRZECIE15Time","TRZECIE17Time","TRZECIE18Time","TRZECIE20Time","TRZECIE21Time","TRZECIE23Time","TRZECIE24Time","groupTime210","CZWARTE9Time","CZWARTE8Time","CZWARTE3Time","CZWARTE14Time","CZWARTE15Time","CZWARTE17Time","CZWARTE18Time","CZWARTE20Time","CZWARTE21Time","CZWARTE23Time","CZWARTE24Time","CZWARTE2Time","CZWARTE5Time","CZWARTE6Time","CZWARTE11Time","CZWARTE12Time","groupTime211","PIATE20Time","PIATE21Time","PIATE23Time","PIATE24Time","groupTime213","GTime","YTime","ETime","FTime","HTime"
"749","2015-10-29 21:05:17","8","pl","2015-10-29 21:02:04","2015-10-29 21:05:17","https://www.facebook.com/","","20","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","jest w stopniu znikomym zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","jest w stopniu znikomym zasługą pani Malinowskiej.","","","","Kobieta","1973.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","190.27","14.43","","","","21.92","","","","","","","","","","","","","","","","","","","","","","","","","67.5","","","","","","","","","","","","","","","","","","","","","","","","","23.24","","","","","","","","","","","","","12.83","","","","","","","","","","","","","","","","","17.39","","","","","32.96","","","","",""
"750","2015-10-29 21:08:07","8","pl","2015-10-29 21:05:26","2015-10-29 21:08:07","https://www.facebook.com/","","16","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1981.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","157.93","19.34","","","","35.69","","","","","","","","","","","","","","","","","","","","","","","","","70.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4","","","","",""
"751","2015-10-29 21:08:51","8","pl","2015-10-29 21:06:31","2015-10-29 21:08:51","https://www.facebook.com","","24","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","jest w stopniu znikomym winą chłopca.","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","","","jest w stopniu znikomym winą mieszkańców.","Mężczyzna","1991.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","124.85","4.81","","","","52.97","","","","","","","","","","","","","","","","","","","","","","","","","15.82","","","","","","","","","","","","","","","","","","","","","","","","","12.41","","","","","","","","","","","","","5.9","","","","","","","","","","","","","","","","","9.4","","","","","23.54","","","","",""
"752","2015-10-29 21:09:11","8","pl","2015-10-29 21:06:48","2015-10-29 21:09:11","https://www.facebook.com","","13","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1969.0000000000","Doktorat","","Nie","Nie","140.33","13.93","","","","29.67","","","","","","","","","","","","","","","","","","","","","","","","","61.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.76","","","","",""
"753","2015-10-29 21:09:48","8","pl","2015-10-29 21:07:40","2015-10-29 21:09:48","https://www.facebook.com/","","24","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","nie jest winą mieszkańców.","Kobieta","1977.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","125.61","7.67","","","","19.46","","","","","","","","","","","","","","","","","","","","","","","","","50.72","","","","","","","","","","","","","","","","","","","","","","","","","7.83","","","","","","","","","","","","","15.35","","","","","","","","","","","","","","","","","8.75","","","","","15.83","","","","",""
"754","2015-10-29 21:10:15","8","pl","2015-10-29 21:08:20","2015-10-29 21:10:15","https://www.facebook.com/","","5","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","Kobieta","1994.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Tak","112.3","12.85","","","","34.62","","","","","","","","","","","","","","","","","","","","","","","","","17.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.81","","","","","","","","","","","","","","","","","","","","","","26.2","","","","",""
"755","2015-10-29 21:10:16","8","pl","2015-10-29 21:08:29","2015-10-29 21:10:16","https://www.facebook.com/","","13","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1990.0000000000","Średnie","","Nie","Nie","104.75","14.86","","","","14.94","","","","","","","","","","","","","","","","","","","","","","","","","55.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.22","","","","",""
"756","2015-10-29 21:14:07","8","pl","2015-10-29 21:11:55","2015-10-29 21:14:07","https://www.facebook.com/","","16","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","131.13","12.74","","","","39.59","","","","","","","","","","","","","","","","","","","","","","","","","58.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.57","","","","",""
"757","2015-10-29 21:16:13","8","pl","2015-10-29 21:13:46","2015-10-29 21:16:13","https://www.facebook.com","","11","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","Mężczyzna","1985.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","145.14","9.94","","","","15.91","","","","","","","","","","","","","","","","","","","","","","","","","67.48","","","","","","","","","","","","","","","","","","","","","","","","","17.49","","","","","","","","","","","","","14.67","","","","","","","","","","","","","","","","","","","","","","19.65","","","","",""
"758","2015-10-29 21:21:39","8","pl","2015-10-29 21:19:45","2015-10-29 21:21:39","https://www.facebook.com/","","22","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1968.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Tak","111.78","14.03","","","","20.81","","","","","","","","","","","","","","","","","","","","","","","","","37.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.17","","","","",""
"759","2015-10-29 21:23:40","8","pl","2015-10-29 21:20:42","2015-10-29 21:23:40","https://www.facebook.com/","","13","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1969.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","175.44","4.93","","","","72.91","","","","","","","","","","","","","","","","","","","","","","","","","70.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.73","","","","",""
"760","2015-10-29 21:23:32","8","pl","2015-10-29 21:21:14","2015-10-29 21:23:32","https://www.facebook.com","","21","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","jest w stopniu znikomym winą chłopca.","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","","","jest tylko w pewnym stopniu winą pani Malinowskiej.","","","Kobieta","1995.0000000000","Średnie","","Nie","Tak","135.25","9.08","","","","47.94","","","","","","","","","","","","","","","","","","","","","","","","","19.67","","","","","","","","","","","","","","","","","","","","","","","","","10.93","","","","","","","","","","","","","9.1","","","","","","","","","","","","","","","","","11.7","","","","","26.83","","","","",""
"762","2015-10-29 21:34:08","8","pl","2015-10-29 21:30:39","2015-10-29 21:34:08","https://web.facebook.com/","","2","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","Kobieta","1977.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","206.81","10.24","","","","91.06","","","","","","","","","","","","","","","","","","","","","","","","","44.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.98","","","","","","","","","","","","","","","","","","","","","","27.24","","","","",""
"764","2015-10-29 21:36:02","8","pl","2015-10-29 21:34:20","2015-10-29 21:36:02","https://www.facebook.com","","23","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","jest w stopniu znikomym zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","jest w stopniu znikomym zasługą mieszkańców.","","Kobieta","1996.0000000000","Średnie","","Nie","Nie","99.33","21.65","","","","22.86","","","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","","","","","","","","","","","","","","","","","","","","","9.39","","","","","","","","","","","","","5.6","","","","","","","","","","","","","","","","","10.35","","","","","18.68","","","","",""
"765","2015-10-29 21:41:47","8","pl","2015-10-29 21:38:30","2015-10-29 21:41:47","http://lm.facebook.com/lsr.php?u=http%3A%2F%2Fsokratyzer.pl%2Flimesurvey%2Findex.php%2F729544%3Fnewtest%3DY&ext=1446151139&hash=AcnQsbRNrh6ksN843tiWMiU-eBOsMEMfWdDB3TV6zOMGoA&_rdr","","24","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","nie jest winą mieszkańców.","Kobieta","1977.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","196.16","14.39","","","","68.15","","","","","","","","","","","","","","","","","","","","","","","","","16.11","","","","","","","","","","","","","","","","","","","","","","","","","12.75","","","","","","","","","","","","","31.45","","","","","","","","","","","","","","","","","15.47","","","","","37.84","","","","",""
"767","2015-10-29 21:40:54","8","pl","2015-10-29 21:39:15","2015-10-29 21:40:54","http://m.facebook.com/","","3","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1999.0000000000","Podstawowe","","Nie","Nie","98.11","15.24","","","","13.32","","","","","","","","","","","","","","","","","","","","","","","","","32.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.82","","","","","","","","","","","","","","","","","","","","","","20.58","","","","",""
"768","2015-10-29 21:48:05","8","pl","2015-10-29 21:45:09","2015-10-29 21:48:05","http://m.facebook.com","","22","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1999.0000000000","Średnie","","Nie","Nie","173.31","19.99","","","","62.59","","","","","","","","","","","","","","","","","","","","","","","","","52.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.54","","","","",""
"769","2015-10-29 21:56:53","8","pl","2015-10-29 21:55:20","2015-10-29 21:56:53","https://www.facebook.com/","","18","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","","","","","","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","90.47","5.74","","","","13.64","","","","","","","","","","","","","","","","","","","","","","","","","29.94","","","","","","","","","","","","","","","","","","","","","","","","","10.83","","","","","","","","","","","","","9.42","","","","","","","","","","","","","","","","","","","","","","20.9","","","","",""
"770","2015-10-29 22:00:03","8","pl","2015-10-29 21:56:45","2015-10-29 22:00:03","http://m.facebook.com/","","12","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","nie jest winą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie winą dozorcy.","","","","","Mężczyzna","99.0000000000","Średnie","","Nie","Nie","195.8","16.74","","","","20.26","","","","","","","","","","","","","","","","","","","","","","","","","82.5","","","","","","","","","","","","","","","","","","","","","","","","","13.39","","","","","","","","","","","","","17.2","","","","","","","","","","","","","","","","","","","","","","45.71","","","","",""
"771","2015-10-29 21:58:58","8","pl","2015-10-29 21:56:55","2015-10-29 21:58:58","http://m.facebook.com","","4","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1983.0000000000","Doktorat","","Tak","Tak","120.8","17.87","","","","19.76","","","","","","","","","","","","","","","","","","","","","","","","","59.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.12","","","","",""
"772","2015-10-29 22:04:13","8","pl","2015-10-29 22:01:10","2015-10-29 22:04:13","http://l.facebook.com/l.php?u=http%3A%2F%2Fsokratyzer.pl%2Flimesurvey%2Findex.php%2F729544%3Fnewtest%3DY&h=6AQGTJXrF&s=1","","18","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","Kobieta","1970.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","180.49","18.22","","","","38.16","","","","","","","","","","","","","","","","","","","","","","","","","53.05","","","","","","","","","","","","","","","","","","","","","","","","","9.2","","","","","","","","","","","","","21.56","","","","","","","","","","","","","","","","","","","","","","40.3","","","","",""
"773","2015-10-29 22:04:04","8","pl","2015-10-29 22:01:30","2015-10-29 22:04:04","http://m.facebook.com/","","14","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","nie jest zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","Kobieta","1978.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","149.82","13.36","","","","29.85","","","","","","","","","","","","","","","","","","","","","","","","","44.25","","","","","","","","","","","","","","","","","","","","","","","","","15.7","","","","","","","","","","","","","14.26","","","","","","","","","","","","","","","","","","","","","","32.4","","","","",""
"776","2015-10-29 22:08:26","8","pl","2015-10-29 22:06:22","2015-10-29 22:08:26","https://www.facebook.com","","16","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","121.71","9.31","","","","67.33","","","","","","","","","","","","","","","","","","","","","","","","","15.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.61","","","","",""
"778","2015-10-29 22:10:45","8","pl","2015-10-29 22:08:46","2015-10-29 22:10:45","https://www.facebook.com/","","7","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1978.0000000000","Średnie","","Nie","Nie","116.38","4.69","","","","57.28","","","","","","","","","","","","","","","","","","","","","","","","","29.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.69","","","","",""
"779","2015-10-29 22:15:22","8","pl","2015-10-29 22:13:22","2015-10-29 22:15:22","https://www.facebook.com/","","4","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1997.0000000000","Podstawowe","","Nie","Nie","118.87","11.75","","","","56.61","","","","","","","","","","","","","","","","","","","","","","","","","20.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.91","","","","",""
"780","2015-10-29 22:17:07","8","pl","2015-10-29 22:15:26","2015-10-29 22:17:07","https://www.facebook.com/","","1","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","97.08","8.42","","","","17.69","","","","","","","","","","","","","","","","","","","","","","","","","45.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.24","","","","",""
"781","2015-10-29 22:20:46","8","pl","2015-10-29 22:17:50","2015-10-29 22:20:46","","","13","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1997.0000000000","Średnie","","Nie","Nie","173.27","25.8","","","","73.48","","","","","","","","","","","","","","","","","","","","","","","","","35.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.93","","","","",""
"784","2015-10-29 22:26:46","8","pl","2015-10-29 22:24:17","2015-10-29 22:26:46","https://www.facebook.com","","20","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","nie jest zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","jest tylko w pewnym stopniu zasługą pani Malinowskiej.","","","","Mężczyzna","1993.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Tak","147.9","4.64","","","","31.73","","","","","","","","","","","","","","","","","","","","","","","","","32.84","","","","","","","","","","","","","","","","","","","","","","","","","11.02","","","","","","","","","","","","","12.72","","","","","","","","","","","","","","","","","24.3","","","","","30.65","","","","",""
"785","2015-10-29 22:27:42","8","pl","2015-10-29 22:25:44","2015-10-29 22:27:42","","","4","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1979.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","115.36","16.58","","","","24.49","","","","","","","","","","","","","","","","","","","","","","","","","43.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","","","","",""
"787","2015-10-29 22:35:43","8","pl","2015-10-29 22:34:23","2015-10-29 22:35:43","https://www.facebook.com/","","10","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","76.31","8.45","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","36.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.04","","","","",""
"788","2015-10-29 22:41:28","8","pl","2015-10-29 22:37:46","2015-10-29 22:41:28","http://m.facebook.com/","","15","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","Mężczyzna","1997.0000000000","Podstawowe","","Nie","Nie","219.98","20.89","","","","72.41","","","","","","","","","","","","","","","","","","","","","","","","","21.32","","","","","","","","","","","","","","","","","","","","","","","","","18.53","","","","","","","","","","","","","47.64","","","","","","","","","","","","","","","","","","","","","","39.19","","","","",""
"790","2015-10-29 22:42:45","8","pl","2015-10-29 22:40:39","2015-10-29 22:42:45","http://m.facebook.com","","1","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1998.0000000000","Średnie","","Nie","Nie","124.99","17.14","","","","50.26","","","","","","","","","","","","","","","","","","","","","","","","","25.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.04","","","","",""
"791","2015-10-29 22:48:07","8","pl","2015-10-29 22:42:02","2015-10-29 22:48:07","","","11","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","jest w stopniu znikomym zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","Kobieta","1997.0000000000","Średnie","","Nie","Nie","362.89","16.31","","","","57.63","","","","","","","","","","","","","","","","","","","","","","","","","90.2","","","","","","","","","","","","","","","","","","","","","","","","","142.88","","","","","","","","","","","","","22.64","","","","","","","","","","","","","","","","","","","","","","33.23","","","","",""
"792","2015-10-29 22:44:28","8","pl","2015-10-29 22:42:44","2015-10-29 22:44:28","https://www.facebook.com/","","18","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","jest  w znacznym stopniu winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","Mężczyzna","1997.0000000000","Podstawowe","","Nie","Nie","101.16","3.21","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","31.42","","","","","","","","","","","","","","","","","","","","","","","","","12.09","","","","","","","","","","","","","14.63","","","","","","","","","","","","","","","","","","","","","","14.81","","","","",""
"793","2015-10-29 22:44:47","8","pl","2015-10-29 22:42:48","2015-10-29 22:44:47","","","5","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","Kobieta","1993.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","117.37","9.05","","","","13.49","","","","","","","","","","","","","","","","","","","","","","","","","61.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.38","","","","","","","","","","","","","","","","","","","","","","23.24","","","","",""
"794","2015-10-29 22:50:33","8","pl","2015-10-29 22:45:29","2015-10-29 22:50:33","https://www.facebook.com/","","24","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","nie jest winą mieszkańców.","Mężczyzna","1997.0000000000","Podstawowe","","Nie","Nie","301.05","15.52","","","","50.09","","","","","","","","","","","","","","","","","","","","","","","","","132.47","","","","","","","","","","","","","","","","","","","","","","","","","9.2","","","","","","","","","","","","","24.65","","","","","","","","","","","","","","","","","14.21","","","","","54.91","","","","",""
"796","2015-10-29 22:53:43","8","pl","2015-10-29 22:51:48","2015-10-29 22:53:43","https://www.facebook.com/","","22","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1999.0000000000","Podstawowe","","Nie","Nie","111.05","8.79","","","","9.82","","","","","","","","","","","","","","","","","","","","","","","","","68.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.16","","","","",""
