"id","submitdate","lastpage","startlanguage","LOSUJ","IgnacySlawekEkrPow","JanekEkrPow","WiktorEkrPow","StandardEkrPow","INSTRUKCJA","INSTRUKCJAZWYKLA","IntHARM","IntHELP","WoOHARM","WoOHELP","IOHARM","IOMHELP","helpWYM","harmWYM","licznikISTN","helpZROZ","harmZROZ","licznikZROZ","helpBEZSENS","harmBEZSENS","licznikSENS","HE1","HE2","HA1","HA2","HARMPRIMENV","HARMBISENV","HELPPRIMENV","HELPBISENV","HARMPRIMSTARVE","HARMBISSTARVE","HELPPRIMSTARVE","HELPBISSTARVE","Sadzi2wdrozenieHARM","Sadzi2wdrozenieHELP","Sadzi3stansieHARM","Sadzi3stansieHELP","ZROZMYSLEMHARM","ZROZMYSLEMHELP","UMYSLNIEHARM","UMYSLNIEHELP","RESPHARM","RESPHELP","RESPHARM2","RESPHELP2","G","Y","E","E[other]","F","H","IgnacySlawekEkrPoz","JanekEkrPoz","WiktorEkrPoz","StandardEkrPoz","BiKEkrPoz"
"1353","","1","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1354","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1355","1980-01-01 00:00:00","21","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","1","","","","F","1990.0000000000","A4","","A2","N","","","","",""
"1356","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A2","A1","","","","","","","","","","","","","","","","","","","","","F","1988.0000000000","A4","","A2","N","","","","",""
"1357","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1358","1980-01-01 00:00:00","21","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","","M","1975.0000000000","A4","","A1","N","","","","",""
"1359","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A3","","","","","","","","","","","","","","","","","","","","","","","F","1992.0000000000","A4","","A1","N","","","","",""
"1360","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1971.0000000000","A4","","A2","N","","","","",""
"1361","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1990.0000000000","A4","","A2","N","","","","",""
"1362","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","M","1995.0000000000","A3","","A2","N","","","","",""
"1363","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","24.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1997.0000000000","A3","","A2","N","","","","",""
"1364","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","11.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1989.0000000000","A4","","A1","N","","","","",""
"1365","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1968.0000000000","A4","","A2","N","","","","",""
"1366","","11","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1367","","10","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1368","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","M","1999.0000000000","-oth-","","A2","N","","","","",""
"1369","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","2","","","F","1974.0000000000","A4","","A2","N","","","","",""
"1370","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1371","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1372","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1373","","16","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1374","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1375","","19","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1376","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1377","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","1","","","M","1980.0000000000","A4","","A1","N","","","","",""
"1378","1980-01-01 00:00:00","21","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","2","","","","F","1995.0000000000","A3","","A2","N","","","","",""
"1379","","1","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","2","M","1989.0000000000","A3","","A1","Y","","","","",""
"1381","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1990.0000000000","A3","","A2","N","","","","",""
"1382","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1383","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","F","1985.0000000000","A4","","A2","N","","","","",""
"1384","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","4","","","M","1978.0000000000","A4","","A1","N","","","","",""
"1385","","11","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1386","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1387","","2","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1388","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1989.0000000000","A4","","A2","N","","","","",""
"1389","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","F","1981.0000000000","A4","","A2","N","","","","",""
"1390","","6","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1391","","15","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1392","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","","","","","","","M","1966.0000000000","A4","","A2","N","","","","",""
"1393","","2","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1394","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","5","","","M","1974.0000000000","A4","","A2","N","","","","",""
"1395","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","F","1993.0000000000","A3","","A2","N","","","","",""
"1396","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","F","1993.0000000000","A3","","A2","N","","","","",""
"1397","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","M","1990.0000000000","A4","","A2","N","","","","",""
"1398","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1986.0000000000","A4","","A2","N","","","","",""
"1399","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","5","","","F","1985.0000000000","A4","","A2","N","","","","",""
"1400","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","F","1990.0000000000","A3","","A1","Y","","","","",""
"1401","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","4","F","1997.0000000000","A3","","A2","N","","","","",""
"1402","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","1","","","F","1964.0000000000","A3","","A1","N","","","","",""
"1403","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","2","","M","1992.0000000000","A4","","A2","Y","","","","",""
"1404","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1405","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","F","1989.0000000000","A4","","A2","N","","","","",""
"1406","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","25.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1980.0000000000","A3","","A2","N","","","","",""
"1407","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","3","","","M","1990.0000000000","A3","","A2","N","","","","",""
"1408","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","20.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1978.0000000000","A4","","A2","N","","","","",""
"1409","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","2","","","","M","1995.0000000000","A3","","A2","N","","","","",""
"1410","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","5","","","F","1993.0000000000","A3","","A2","N","","","","",""
"1411","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1412","","2","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1413","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","M","1992.0000000000","A4","","A2","N","","","","",""
"1414","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","54.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","1","","","M","1992.0000000000","A3","","A2","N","","","","",""
"1415","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1416","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","F","1984.0000000000","A4","","A2","N","","","","",""
"1417","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1418","","19","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","1","","","","","","","","","","",""
"1419","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","22.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","M","1991.0000000000","A4","","A1","N","","","","",""
"1420","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","F","1949.0000000000","A4","","A2","N","","","","",""
"1421","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1422","","1","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1423","","4","pl","2","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1424","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1425","","1","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1426","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1427","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","4","","","F","1981.0000000000","A4","","A2","N","","","","",""
"1428","","19","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","3","","","","","","","","","","",""
"1429","","15","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1430","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1431","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1432","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","F","1964.0000000000","A4","","A2","N","","","","",""
"1433","","1","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1434","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","","M","1994.0000000000","A3","","A2","N","","","","",""
"1435","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","N","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2","","","","F","1980.0000000000","A2","","A2","N","","","","",""
"1436","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","M","1991.0000000000","A4","","A2","N","","","","",""
"1438","1980-01-01 00:00:00","21","pl","8","","","","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","1","","","","F","1988.0000000000","A4","","A2","N","","","","",""
"1439","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","","","F","1978.0000000000","A4","","A2","N","","","","",""
"1440","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1441","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","M","1995.0000000000","A3","","A1","N","","","","",""
"1442","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1950.0000000000","A4","","A2","N","","","","",""
"1443","","11","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1444","","19","pl","8","","","","","","","","","","","","","","","","","","","","N","44.0000000000","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","",""
"1445","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1446","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1447","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1448","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1449","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1450","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","F","1955.0000000000","A3","","A2","N","","","","",""
"1451","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","3","","","F","1970.0000000000","A4","","A2","N","","","","",""
"1452","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","111.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","F","1957.0000000000","A4","","A2","N","","","","",""
"1453","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","","","F","1971.0000000000","A4","","A2","N","","","","",""
"1454","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","1","","","F","1979.0000000000","A4","","A2","N","","","","",""
"1455","","18","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","",""
"1456","","5","pl","1","","","","","","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1457","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","3","","F","1991.0000000000","A3","","A2","N","","","","",""
"1458","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","F","1948.0000000000","-oth-","doktorat","A2","N","","","","",""
"1459","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","F","1946.0000000000","A4","","A2","N","","","","",""
"1460","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1988.0000000000","A3","","A2","N","","","","",""
"1461","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1462","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","F","1964.0000000000","A4","","A2","N","","","","",""
"1463","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1987.0000000000","A3","","A2","N","","","","",""
"1464","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1503","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","M","1988.0000000000","A4","","A2","N","","","","",""
"1466","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1467","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1468","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","5","","","M","1984.0000000000","A4","","A2","N","","","","",""
"1469","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","4","","","M","1988.0000000000","A4","","A2","N","","","","",""
"1471","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1472","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","F","1993.0000000000","A3","","A2","N","","","","",""
"1473","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"1474","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","1","","","F","1958.0000000000","A4","","A2","N","","","","",""
"1475","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","2","","F","1993.0000000000","A3","","A2","N","","","","",""
"1476","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1477","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1478","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1479","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"1480","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","F","1994.0000000000","A3","","A1","N","","","","",""
"1481","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","4","","","F","1993.0000000000","A3","","A2","N","","","","",""
"1482","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","5","F","1991.0000000000","A4","","A2","N","","","","",""
"1483","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1484","","18","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","",""
"1485","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","17.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1983.0000000000","A4","","A2","N","","","","",""
"1486","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1487","","2","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1488","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1489","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","5","F","1956.0000000000","A4","","A2","N","","","","",""
"1490","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1491","1980-01-01 00:00:00","21","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","","M","26.0000000000","A4","","A2","N","","","","",""
"1492","","8","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1493","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","2","","","M","1993.0000000000","A1","","A2","N","","","","",""
"1494","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1992.0000000000","A4","","A2","N","","","","",""
"1495","","3","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1496","1980-01-01 00:00:00","21","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"1497","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","21.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","F","1981.0000000000","A4","","A2","N","","","","",""
"1500","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1993.0000000000","A3","","A2","N","","","","",""
"1501","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1502","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","M","1993.0000000000","A3","","A1","N","","","","",""
"1504","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1505","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1507","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","F","1994.0000000000","A4","","A2","N","","","","",""
"1508","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","4","F","1990.0000000000","A3","","A2","N","","","","",""
"1509","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1510","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","4","F","1953.0000000000","A4","","A2","N","","","","",""
"1511","","2","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1512","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1513","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1514","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
